,year,state,district,chloride,sdp,ginivalue,intercept,sdp2,sdp3
5397,2017,assam,karbianglong,31.905001,195262.282089,0.17,1,38127358806.6042,7444835090603668.0
5398,2018,assam,karbianglong,67.355003,204627.058502,0.17,1,41872233071.18093,8568191886265919.0
5399,2000,assam,karimganj,,76319.4629319,0.19,1,5824660422.213657,444534955184040.2
5400,2001,assam,karimganj,,78289.0124612,0.19,1,6129169472.14993,479846625181952.56
5401,2002,assam,karimganj,,83032.6736654,0.19,1,6894424896.02481,572462532502237.4
5402,2003,assam,karimganj,,88141.4107563,0.19,1,7768908290.110797,684762536726680.1
5403,2004,assam,karimganj,,91168.9827601,0.19,1,8311783417.511411,757776839096782.9
5404,2005,assam,karimganj,,93914.5985394,0.19,1,8819951818.816673,828322234201018.8
5405,2006,assam,karimganj,,98155.9186976,0.19,1,9634584375.369862,945691480633971.5
5406,2007,assam,karimganj,,102351.8869595,0.19,1,10475908764.170265,1072229029628390.4
5407,2008,assam,karimganj,,108448.3450808,0.19,1,11761043550.764278,1275465709503602.0
5408,2009,assam,karimganj,,118440.3320592,0.19,1,14028112258.293558,1661494274036023.0
5409,2010,assam,karimganj,,124268.408209,0.19,1,15442637278.798658,1919031953185272.8
5410,2011,assam,karimganj,,129354.12,0.19,1,16732488360.9744,2164416307344085.5
5411,2012,assam,karimganj,,132517.6,0.19,1,17560914309.760002,2327130218135052.0
5412,2013,assam,karimganj,,138724.76,0.19,1,19244559037.057602,2669696833721647.0
5413,2014,assam,karimganj,31.5,146425.386988,0.19,1,21440393954.585564,3139417981975367.0
5414,2015,assam,karimganj,91.580002,167628.66595,0.19,1,28099369648.17669,4710259848159779.0
5415,2016,assam,karimganj,29.444445,179631.896487,0.19,1,32267618235.51628,5796293458764294.0
5416,2017,assam,karimganj,40.18,195262.282089,0.19,1,38127358806.6042,7444835090603668.0
5417,2018,assam,karimganj,123.28722,204627.058502,0.19,1,41872233071.18093,8568191886265919.0
5418,2000,telangana,karimnagar,128.0,0,0.2,1,0,0
5419,2001,telangana,karimnagar,,0,0.2,1,0,0
5420,2002,telangana,karimnagar,160.66667,0,0.2,1,0,0
5421,2003,telangana,karimnagar,151.75,0,0.2,1,0,0
5422,2004,telangana,karimnagar,217.0,161790.0415709,0.2,1,26176017551.513554,4235018967819986.0
5423,2005,telangana,karimnagar,172.0,187776.1779824,0.2,1,35259893017.67796,6620967946927880.0
5424,2006,telangana,karimnagar,178.57143,208478.0615525,0.2,1,43463102148.68798,9061103285016768.0
5425,2007,telangana,karimnagar,154.0,229693.2189788,0.2,1,52758974844.842964,1.2118378762133516e+16
5426,2008,telangana,karimnagar,138.25,260994.8059207,0.2,1,68118288717.583855,1.7778519543496006e+16
5427,2009,telangana,karimnagar,191.66667,261702.8578216,0.2,1,68488385791.99258,1.7923606289352722e+16
5428,2010,telangana,karimnagar,114.6,307974.0313275,0.2,1,94848003972.11195,2.9210722146658052e+16
5429,2011,telangana,karimnagar,116.8,325139.34,0.2,1,105715590415.63562,3.4372297295450092e+16
5430,2012,telangana,karimnagar,119.0,334204.72,0.2,1,111692794870.27838,3.732825923563882e+16
5431,2013,telangana,karimnagar,125.4,349592.66,0.2,1,122215027925.87558,4.272547670458113e+16
5432,2014,telangana,karimnagar,167.2,372896.74,0.2,1,139051978702.6276,5.1852029548759256e+16
5433,2015,telangana,karimnagar,93.800003,416892.372407,0.2,1,173799250171.13678,7.245558172640291e+16
5434,2016,telangana,karimnagar,139.88889,455731.09,0.2,1,207690826392.58813,9.465116669489496e+16
5435,2017,telangana,karimnagar,145.33333,498145.46,0.2,1,248148899318.61163,1.2361424759956347e+17
5436,2018,telangana,karimnagar,114.25,544440.594844,0.2,1,296415561314.0885,1.6138066452286048e+17
5437,2000,haryana,karnal,92.778259,108123.161511,0.34,1,11690618055.133791,1264026584138643.5
5438,2001,haryana,karnal,145.5,116474.1890178,0.34,1,13566236707.354202,1580116418512590.2
5439,2002,haryana,karnal,220.5,123614.6773118,0.34,1,15280588446.900442,1888905009998017.2
5440,2003,haryana,karnal,,135775.0939499,0.34,1,18434876137.104176,2502997039470089.0
5441,2004,haryana,karnal,216.72728,147482.6165469,0.34,1,21751122183.519943,3207912412456842.5
5442,2005,haryana,karnal,219.89999,160805.9553307,0.34,1,25858555269.819084,4158209683634965.0
5443,2006,haryana,karnal,105.0,179089.4675824,0.34,1,32073037398.947495,5743943191527910.0
5444,2007,haryana,karnal,62.772728,193107.6941953,0.34,1,37290581557.4255,7201098219756217.0
5445,2008,haryana,karnal,134.92308,207976.1043076,0.34,1,43254059962.96572,8995810886584943.0
5446,2009,haryana,karnal,241.45,233961.231557,0.34,1,54737857871.66817,1.2806536640447512e+16
5447,2010,haryana,karnal,103.82273,249823.4552757,0.34,1,62411758805.88967,1.5591921234720954e+16
5448,2011,haryana,karnal,71.875,271152.480682,0.34,1,73523667780.00238,1.993612490738688e+16
5449,2012,haryana,karnal,90.758331,289756.220454,0.34,1,83958667291.78705,2.4327546108823084e+16
5450,2013,haryana,karnal,55.054165,314931.196825,0.34,1,99181658733.62689,3.1235398488069828e+16
5451,2014,haryana,karnal,40.367741,333359.247481,0.34,1,111128387881.09862,3.704567575781972e+16
5452,2015,haryana,karnal,,372700.245017,0.34,1,138905472635.73184,5.177010368553945e+16
5453,2016,haryana,karnal,51.108509,412054.614697,0.34,1,169789005493.09314,6.996234323824331e+16
5454,2017,haryana,karnal,55.0,434407.172743,0.34,1,188709591730.56662,8.197680021316125e+16
5455,2018,haryana,karnal,112.95,470327.643158,0.34,1,221208091918.559,1.0404028051953408e+17
5456,2000,tamilnadu,karur,344.0,288498.4181227,0.3,1,83231337259.30025,2.401210913754506e+16
5457,2001,tamilnadu,karur,555.44446,282908.7883863,0.3,1,80037382546.20425,2.264327892175744e+16
5458,2002,tamilnadu,karur,473.5,284324.4625843,0.3,1,80840400023.85103,2.2984903291881276e+16
5459,2003,tamilnadu,karur,,302043.2235134,0.3,1,91230108870.36572,2.755543616468369e+16
5460,2004,tamilnadu,karur,388.16666,337921.4310494,0.3,1,114190893562.47441,3.858755016544107e+16
5461,2005,tamilnadu,karur,736.75,386683.3228327,0.3,1,149523992156.93808,5.7818434130455384e+16
5462,2006,tamilnadu,karur,601.28571,447233.0158785,0.3,1,200017370491.77866,8.945437183312546e+16
5463,2007,tamilnadu,karur,770.55554,475248.285301,0.3,1,225860932681.54068,1.073400209733868e+17
5464,2008,tamilnadu,karur,,500383.6189228,0.3,1,250383766086.27792,1.2528793499377158e+17
5465,2009,tamilnadu,karur,632.71429,552763.7099191,0.3,1,305547719003.527,1.688956907137083e+17
5466,2010,tamilnadu,karur,405.28571,628151.2480917,0.3,1,394573990479.16046,2.478521445840072e+17
5467,2011,tamilnadu,karur,451.25,674478.350422,0.3,1,454921045187.9823,3.068343961306424e+17
5468,2012,tamilnadu,karur,454.25,709343.134844,0.3,1,503167682950.3132,3.5691854157616704e+17
5469,2013,tamilnadu,karur,707.16669,750416.162318,0.3,1,563124416668.075,4.2257766366361914e+17
5470,2014,tamilnadu,karur,971.34283,791915.097307,0.3,1,627129521342.7552,4.966333359182403e+17
5471,2015,tamilnadu,karur,361.57144,862436.980516,0.3,1,743797545361.5553,6.414785091368323e+17
5472,2016,tamilnadu,karur,432.23001,922084.307219,0.3,1,850239469619.5431,7.839924723143863e+17
5473,2017,tamilnadu,karur,412.66599,1000308.163451,0.3,1,1000616421866.7125,1.0009247752764023e+18
